marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Suzuki,Bolan,2020,40000.0,190000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Mitsubishi,Pajero Mini,2012,84000.0,230000,Gasolina,Original,Importado,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Baleno,2005,130000.0,800000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2015,72000.0,145000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2007,150000.0,184000,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2017,103000.0,280000,Gasolina,Original,Nacional,Automatic,5,4,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2014,118000.0,315000,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Suzuki,Wagon R,2017,76500.0,210000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2000,150000.0,615000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Mitsubishi,Lancer,2005,95000.0,152500,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2021,21000.0,427000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2014,68000.0,245000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2017,152000.0,400000,Gasolina,Original,Nacional,Manual,5,6,Premium,Premium,350855.0221465077
Toyota,Corolla XLI,2009,160000.0,230000,Gasolina,Original,Importado,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Changan,Karvaan,2021,35000.0,250000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2018,49000.0,215000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2005,100000.0,800000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2015,82000.0,105000,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
KIA,Spectra,2002,106000.0,650000,Gasolina,Original,Importado,Manual,1,4,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2006,123456.0,660000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2007,180000.0,181000,Gasolina,Original,Importado,Manual,2,6,Econômico,Econômico,149497.18328086744
Changan,Alsvin,2022,2200.0,410000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2010,130000.0,228500,Gasolina,Original,Nacional,Automatic,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2006,147500.0,950000,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
KIA,Classic,2002,125000.0,350000,GNV,Original,Importado,Manual,1,5,Premium,Premium,350855.0221465077
Suzuki,Cultus VXR,2014,99000.0,141500,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2020,109000.0,485000,Gasolina,Original,Importado,Automatic,5,4,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2022,22000.0,375000,Gasolina,Original,Nacional,Automatic,6,1,Premium,Premium,350855.0221465077
Hyundai,Santro,2003,100000.0,850000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2019,57000.0,428000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2015,10000.0,815000,Gasolina,Original,Nacional,Manual,4,1,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2021,40000.0,450000,Gasolina,Original,Nacional,Manual,6,2,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2005,100000.0,123000,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2012,7343.0,105000,Gasolina,Original,Nacional,Manual,3,1,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2004,173000.0,750000,Gasolina,Original,Nacional,Automatic,1,6,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2019,156000.0,492500,Gasolina,Original,Nacional,Automatic,5,6,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2014,180000.0,165000,Gasolina,Original,Importado,Automatic,4,6,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2007,99000.0,175000,Gasolina,Original,Importado,Automatic,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2018,41636.0,235000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2021,33600.0,245000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2018,94000.0,311000,Gasolina,Original,Nacional,Manual,5,4,Premium,Premium,350855.0221465077
Suzuki,Bolan,2020,44000.0,170000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2016,87000.0,182500,Gasolina,Original,Nacional,Manual,4,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2021,35500.0,445000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2017,62000.0,115000,Gasolina,Original,Importado,Manual,5,3,Econômico,Econômico,149497.18328086744
